,Chromosome,Start,Stop,Strand,Gene Symbol,gene_biotype,gene_name,gene_source,tag,transcript_biotype,transcript_source,GC-JN-9178-12-IC_S13,GC-JN-9178-9-OC_S10,GC-JN-9178-9-R_S6,GC-JN-9178-Ctrl-IC_S8,GC-JN-9178-12-R_S5,GC-JN-9178-13-R_S11,GC-JN-9178-13-OC_S3,GC-JN-9178-Ctrl-OC_S9,GC-JN-9178-13-IC_S7,GC-JN-9178-11-R_S4,GC-JN-9178-10-R_S15,GC-JN-9178-11-OC_S17,GC-JN-9178-10-OC_S2,GC-JN-9178-9-IC_S12,GC-JN-9178-11-IC_S16,GC-JN-9178-12-OC_S14,GC-JN-9178-10-IC_S1,BLGCSEQ0192-RNAControl1_S18,BLGCSEQ0192-RNAControl3_S20,BLGCSEQ0192-RNAControl2_S19
9938,7,99514168,99699012,+,ESRRB,protein_coding,ESRRB,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,62.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,31.0,0.0,0.0,0.0
10008,6,85095409,85185800,-,EYA3,protein_coding,EYA3,ensembl,---,protein_coding,ensembl,77.0,26.0,43.0,152.0,107.0,47.0,89.0,116.0,82.0,118.0,112.0,50.0,49.0,108.0,48.0,70.0,117.0,2.0,6.0,5.0
10024,6,12855421,12910822,+,FA2H,protein_coding,FA2H,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0
10026,12,1288378,1297148,+,FAAP100,protein_coding,FAAP100,ensembl,---,protein_coding,ensembl,14.0,18.0,61.0,33.0,101.0,36.0,82.0,76.0,54.0,62.0,27.0,29.0,62.0,65.0,37.0,48.0,37.0,0.0,0.0,0.0
10027,6,42815527,42819655,+,FAAP24,protein_coding,FAAP24,ensembl,---,protein_coding,ensembl,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
10088,14,14627225,14667459,-,FAM167A,protein_coding,FAM167A,ensembl,---,protein_coding,ensembl,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10091,15,57375164,57418789,-,FAM168B,protein_coding,FAM168B,ensembl,---,protein_coding,ensembl,609.0,221.0,818.0,475.0,722.0,527.0,496.0,631.0,422.0,661.0,579.0,515.0,575.0,859.0,402.0,977.0,321.0,4.0,2.0,3.0
10137,13,131663485,131664760,+,FAM43A,protein_coding,FAM43A,ensembl,---,protein_coding,ensembl,97.0,36.0,60.0,125.0,221.0,130.0,116.0,109.0,159.0,74.0,104.0,47.0,54.0,225.0,62.0,147.0,100.0,2.0,3.0,4.0
10152,1,271242332,271258940,-,FAM78A,protein_coding,FAM78A,ensembl,---,protein_coding,ensembl,3.0,2.0,16.0,56.0,18.0,9.0,13.0,14.0,16.0,35.0,12.0,5.0,19.0,10.0,5.0,3.0,136.0,1.0,0.0,1.0
10160,4,891988,907523,+,FAM83H,protein_coding,FAM83H,ensembl,---,protein_coding,ensembl,5.0,0.0,0.0,0.0,8.0,3.0,8.0,5.0,6.0,13.0,4.0,0.0,0.0,2.0,0.0,2.0,27.0,4.0,6.0,3.0
10211,14,113420556,113434350,+,FBXL15,protein_coding,FBXL15,ensembl,---,protein_coding,ensembl,13.0,1.0,2.0,7.0,9.0,1.0,6.0,6.0,6.0,15.0,0.0,8.0,8.0,3.0,9.0,5.0,3.0,1.0,3.0,0.0
10239,16,26707463,26752043,+,FBXO4,protein_coding,FBXO4,ensembl,---,protein_coding,ensembl,37.0,7.0,30.0,29.0,42.0,59.0,32.0,49.0,21.0,29.0,118.0,46.0,33.0,44.0,39.0,26.0,30.0,0.0,1.0,0.0
10292,6,44899336,44904460,+,FFAR2,protein_coding,FFAR2,ensembl,---,protein_coding,ensembl,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10357,6,52627482,52639256,+,FKRP,protein_coding,FKRP,ensembl,---,protein_coding,ensembl,36.0,7.0,48.0,83.0,62.0,58.0,53.0,83.0,37.0,57.0,33.0,20.0,76.0,97.0,40.0,79.0,43.0,1.0,1.0,0.0
10411,7,62471228,62479224,+,FOXA1,protein_coding,FOXA1,ensembl,---,protein_coding,ensembl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,9.0
10466,1,246768150,246916651,+,FSD1L,protein_coding,FSD1L,ensembl,---,protein_coding,ensembl,71.0,23.0,92.9999,72.0,110.0,84.0,84.0,116.0,73.0,147.0,100.0,100.0,99.0,99.0,69.0,95.0,82.0,2.0,0.0,4.0
10525,16,61656583,61724258,-,GABRA1,protein_coding,GABRA1,ensembl,---,protein_coding,ensembl,1.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,7.0,31.0,5.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0
10718,1,167007964,167122186,+,GLCE,protein_coding,GLCE,ensembl,---,protein_coding,ensembl,217.0,78.0,260.0,168.0,159.0,171.0,166.0,251.0,154.0,244.0,230.0,170.0,227.0,222.0,133.0,231.0,82.0,3.0,4.0,7.0
10810,12,46541226,46611533,+,GOSR1,protein_coding,GOSR1,ensembl,---,protein_coding,ensembl,118.0,49.0,138.0,142.0,199.0,172.0,125.0,180.0,134.0,187.0,179.0,129.0,137.0,137.0,107.0,156.0,91.0,1.0,0.0,3.0
10855,14,55125409,55181688,-,GPR137B,protein_coding,GPR137B,ensembl,---,protein_coding,ensembl,34.0,22.0,50.0,24.0,201.0,72.0,156.0,48.0,123.0,241.0,166.0,53.0,101.0,77.0,11.0,55.0,27.0,0.0,1.0,1.0
10886,15,19557918,19798054,-,GPR39,protein_coding,GPR39,ensembl,---,protein_coding,ensembl,0.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
10927,1,238139789,238153072,+,GRHPR,protein_coding,GRHPR,ensembl,---,protein_coding,ensembl,39.0,13.0,43.0,66.0,39.0,47.0,23.0,50.0,32.0,46.0,46.0,21.0,59.0,24.0,19.0,46.0,50.0,1.0,2.0,1.0
10937,6,49844879,49901187,+,GRIK5,protein_coding,GRIK5,ensembl,---,protein_coding,ensembl,42.0,21.0,57.0,61.0,64.0,27.0,97.0,129.0,50.0,66.0,41.0,25.0,66.0,88.0,29.0,68.0,25.0,0.0,1.0,0.0
11105,1,254001283,254009166,-,HDHD3,protein_coding,HDHD3,ensembl,---,protein_coding,ensembl,10.0,10.0,23.0,31.0,25.0,4.0,19.0,38.0,18.0,41.0,28.0,20.0,15.0,47.0,3.0,20.0,23.0,0.0,0.0,0.0
11152,9,132347028,132666868,-,HHAT,protein_coding,HHAT,ensembl,---,protein_coding,ensembl,6.0,2.0,2.0,2.0,3.0,0.0,9.0,25.0,13.0,5.0,5.0,0.0,6.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0
11184,15,134106569,134123108,-,HJURP,protein_coding,HJURP,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,2.0,10.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
11243,18,45393712,45403258,+,HOXA10,protein_coding,HOXA10,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,4.0
11245,18,45470419,45473348,+,HOXA2,protein_coding,HOXA2,ensembl,---,protein_coding,ensembl,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
11255,15,81987752,81990808,+,HOXD1,protein_coding,HOXD1,ensembl,---,protein_coding,ensembl,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
11274,2,299660,302502,-,HRAS,protein_coding,HRAS,ensembl,---,protein_coding,ensembl,26.0,6.0,59.0,70.0,69.0,12.0,28.0,42.0,37.0,49.0,10.0,21.0,17.0,70.0,11.0,47.0,50.0,2.0,0.0,3.0
11321,3,10037936,10039916,-,HSPB1,protein_coding,HSPB1,ensembl,---,protein_coding,ensembl,1740.02,455.001,1652.02,1716.98,1824.0,1710.0,1581.99,1335.99,1528.99,1272.99,1136.99,942.999,1891.02,2118.98,1386.0,2937.0,2129.98,9.0,8.0,17.0
11454,13,196853469,196884933,+,IL10RB,protein_coding,IL10RB,ensembl,---,protein_coding,ensembl,29.0,15.0,33.0,23.0,94.0,63.0,72.0,20.0,46.0,77.0,41.0,23.0,43.0,33.0,23.0,12.0,15.0,0.0,0.0,0.0
11610,6,31046098,31048823,+,IRX3,protein_coding,IRX3,ensembl,---,protein_coding,ensembl,1.0,5.0,2.0,97.9936,2.0,4.0,4.0,6.83429,1.0,0.0,0.0,2.0,19.0,20.0,0.0,6.0,196.641,2.0,8.67084,8.45
11652,13,135467798,135587484,+,ITGB5,protein_coding,ITGB5,ensembl,---,protein_coding,ensembl,995.994,234.999,739.999,831.005,1167.99,979.0,1083.01,875.008,993.991,897.996,801.998,589.002,1291.01,1249.99,725.999,1538.98,735.003,6.0,9.0,11.0
11662,4,89500624,89637484,+,ITLN2,protein_coding,ITLN2,ensembl,---,protein_coding,ensembl,0.0,0.0,2.0,0.0,2.0,6.0,1.0,1.05781,0.0,6.0,5.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0
11742,15,33494430,33497202,+,KBTBD11,protein_coding,KBTBD11,ensembl,---,protein_coding,ensembl,5.0,2.0,1.0,1.0,13.0,25.0,4.0,7.27892,15.0,4.0,0.0,0.0,6.78699,1.0,0.0,5.0,4.13158,0.0,0.0,0.0
11773,1,194965730,195262048,+,KCNH5,protein_coding,KCNH5,ensembl,---,protein_coding,ensembl,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
11775,16,53267523,53650722,-,KCNIP1,protein_coding,KCNIP1,ensembl,---,protein_coding,ensembl,3.0,0.0,3.0,1.0,6.0,1.0,2.0,1.0,0.0,5.0,17.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11780,2,41757356,41765556,+,KCNJ11,protein_coding,KCNJ11,ensembl,---,protein_coding,ensembl,2.0,0.0,0.0,79.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,8.0,58.0,0.0,0.0,0.0
11785,12,10349409,10362245,-,KCNJ2,protein_coding,KCNJ2,ensembl,---,protein_coding,ensembl,12.0,3.0,12.0,615.998,33.0,25.0,30.0,69.0,9.0,30.0,28.0,16.0,26.0,54.0,13.0,8.0,449.001,0.0,0.0,0.0
11801,2,59780011,59817060,-,KCNN1,protein_coding,KCNN1,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11804,6,50580022,50593545,-,KCNN4,protein_coding,KCNN4,ensembl,---,protein_coding,ensembl,1.0,0.0,2.0,4.0,1.0,6.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,2.0
11902,10,32467072,32552379,+,KIF24,protein_coding,KIF24,ensembl,---,protein_coding,ensembl,8.0,0.0,7.0,8.0,24.0,6.0,12.0,20.0,12.0,14.0,25.0,8.0,0.0,6.0,1.0,0.0,1.0,3.0,2.0,2.0
11903,AEMK02000452.1,2540179,2580282,+,KIF26A,protein_coding,KIF26A,ensembl,---,protein_coding,ensembl,19.0,1.0,6.0,126.0,35.0,8.0,13.0,45.0,27.0,16.0,6.0,9.0,8.0,44.0,14.0,13.0,140.0,0.0,2.0,1.0
11919,7,29694788,29713691,+,KIFC1,protein_coding,KIFC1,ensembl,---,protein_coding,ensembl,0.0,1.57487,13.6561,15.0743,14.5395,9.3672,11.9398,5.99e-25,19.5366,21.9515,4.42913,0.0,1.4382,2.37189,1.0,1.0,0.00215186,4.0,4.0,9.0
11969,7,27062044,27106112,+,KLHL31,protein_coding,KLHL31,ensembl,---,protein_coding,ensembl,1.0,21.0,0.0,1479.0,1.0,98.0,17.0,148.0,1.0,1.0,0.0,0.0,68.0,135.0,0.0,1.0,2694.0,0.0,0.0,0.0
11977,13,26202677,26211524,+,KLHL40,protein_coding,KLHL40,ensembl,---,protein_coding,ensembl,4.0,1.0,6.0,1.0,5.0,19.0,14.0,12.0,1.0,5.0,0.0,1.0,15.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0
12015,12,21528154,21548551,+,KRT23,protein_coding,KRT23,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12024,1,184881550,185152976,+,KTN1,protein_coding,KTN1,ensembl,---,protein_coding,ensembl,1060.0,331.0,971.001,727.999,848.999,1270.0,732.001,812.998,568.001,1334.0,1659.0,1638.99,1060.0,1323.01,1038.0,1815.99,1009.0,31.0,34.0,32.0
12034,4,64710771,64748937,+,LACTB2,protein_coding,LACTB2,ensembl,---,protein_coding,ensembl,27.0,14.0,29.0,44.0,35.0,44.0,19.0,38.0,15.0,38.0,41.0,24.0,42.0,38.0,14.0,33.0,65.0,0.0,0.0,0.0
12085,8,11641060,12037266,-,LDB2,protein_coding,LDB2,ensembl,---,protein_coding,ensembl,51.0,13.0,19.0,45.0,17.0,91.0,24.0,55.0,12.0,25.0,84.0,34.0,41.0,71.0,47.0,45.0,43.0,0.0,0.0,0.0
12087,2,12988708,12990068,-,LDHB,protein_coding,LDHB,ensembl,---,protein_coding,ensembl,441.143,255.15,534.037,4450.63,697.636,739.708,463.754,903.202,391.374,713.359,568.866,669.309,697.941,975.01,527.671,700.123,5645.57,37.004,39.0521,62.2006
12157,3,31482353,31579083,+,LITAF,protein_coding,LITAF,ensembl,---,protein_coding,ensembl,469.999,210.0,720.996,281.0,898.996,673.003,861.998,315.0,684.0,948.004,737.999,518.998,640.0,860.0,531.997,957.996,273.001,0.0,1.0,0.0
12178,2,27044737,27055454,+,LMO2,protein_coding,LMO2,ensembl,---,protein_coding,ensembl,58.0,11.0,30.0,44.0,44.0,121.0,28.0,36.0,11.0,92.0,81.0,65.0,14.0,58.0,42.0,29.0,17.0,2.0,1.0,1.0
12180,10,24164792,24193821,-,LMOD1,protein_coding,LMOD1,ensembl,---,protein_coding,ensembl,4367.1,1386.0,4144.0,6330.99,2483.0,4736.04,4346.99,12914.9,3895.01,2487.97,3000.04,2736.03,5615.95,6570.0,4087.0,5918.97,1883.01,0.0,0.0,0.0
12185,1,267207561,267291146,+,LMX1B,protein_coding,LMX1B,ensembl,---,protein_coding,ensembl,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0
12249,7,26860140,26990018,-,LRRC1,protein_coding,LRRC1,ensembl,---,protein_coding,ensembl,44.0,9.0,22.0,41.0,29.0,75.0,42.0,26.0,21.0,23.0,56.0,11.0,51.0,45.0,16.0,68.0,24.0,0.0,1.0,1.0
12252,4,279769,287063,-,LRRC14,protein_coding,LRRC14,ensembl,---,protein_coding,ensembl,21.0,11.0,34.0,59.0,64.0,26.0,51.0,139.0,62.0,54.0,30.0,20.0,30.0,32.0,31.0,28.0,50.0,0.0,1.0,3.0
12265,6,27966365,28051798,+,LRRC36,protein_coding,LRRC36,ensembl,---,protein_coding,ensembl,4.0,6.0,4.0,2.0,10.0,4.0,8.0,0.0,12.0,3.0,2.0,3.0,3.0,4.0,3.0,11.0,10.0,0.0,0.0,0.0
12293,2,71309402,71329423,-,LRRC8E,protein_coding,LRRC8E,ensembl,---,protein_coding,ensembl,1.0,1.0,0.0,4.0,10.0,0.0,6.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
12327,5,87486512,87518516,+,LTA4H,protein_coding,LTA4H,ensembl,---,protein_coding,ensembl,116.0,41.0,168.0,115.0,196.0,132.0,101.0,166.0,122.0,192.0,134.0,133.0,157.0,135.0,74.0,171.0,66.0,4.0,3.0,3.0
12357,6,50341161,50366241,-,LYPD3,protein_coding,LYPD3,ensembl,---,protein_coding,ensembl,0.000871147,0.348191,1.24e-20,9.63e-10,8.61274,0.0,5.96e-39,8.51e-33,0.0,5.12949,0.0,0.0,5.67e-17,4.75e-25,0.0,1.73e-31,0.0,3.0,0.0,1.0
12504,8,52375510,52951032,-,MARCHF1,protein_coding,MARCHF1,ensembl,---,protein_coding,ensembl,11.0,45.0,23.0,8.0,193.0,133.0,121.0,12.0,163.0,206.0,122.0,37.0,24.0,68.0,7.0,12.0,16.0,0.0,0.0,0.0
12585,12,1137816,1144557,+,MCRIP1,protein_coding,MCRIP1,ensembl,---,protein_coding,ensembl,117.0,40.0,95.0,136.0,181.0,100.0,146.0,108.0,112.0,106.0,130.0,63.0,187.0,176.0,45.0,142.0,131.0,0.0,1.0,0.0
12595,18,31027031,31125466,-,MDFIC,protein_coding,MDFIC,ensembl,---,protein_coding,ensembl,53.0,24.0,52.0,54.0,108.0,66.0,122.0,71.0,112.0,167.0,127.0,66.0,83.0,83.0,43.0,73.0,35.0,1.0,1.0,3.0
12598,1,176770047,177593678,-,MDGA2,protein_coding,MDGA2,ensembl,---,protein_coding,ensembl,2.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,7.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,1.0
12599,3,78244999,78440489,-,MDH1,protein_coding,MDH1,ensembl,---,protein_coding,ensembl,105.0,40.0,108.0,1710.01,142.0,143.0,98.0,235.0,80.0,146.0,116.0,56.0,167.0,248.0,79.0,109.0,2258.01,8.0,3.0,9.0
12691,AEMK02000258.1,418514,428900,-,METTL7A,protein_coding,METTL7A,ensembl,---,protein_coding,ensembl,155.962,21.0,185.275,228.829,187.0,104.0,115.0,299.387,119.0,119.657,157.0,105.0,132.0,152.0,71.0,176.0,88.8058,0.0,0.0,0.0
12797,10,39096782,39172200,-,MKX,protein_coding,MKX,ensembl,---,protein_coding,ensembl,95.0,36.0,114.0,14.0,83.0,108.0,85.0,34.0,59.0,81.0,63.0,88.0,78.0,127.0,42.0,192.0,9.0,0.0,0.0,0.0
12816,14,41357589,41373209,+,MMAB,protein_coding,MMAB,ensembl,---,protein_coding,ensembl,27.0,2.0,12.0,54.0,21.0,34.0,15.0,33.0,12.0,8.0,20.0,8.0,19.0,23.0,12.0,11.0,45.0,0.0,0.0,0.0
12845,8,75689845,75755780,-,MND1,protein_coding,MND1,ensembl,---,protein_coding,ensembl,4.0,3.0,15.0,4.0,9.0,0.0,1.0,5.0,4.0,9.0,1.0,0.0,9.0,13.0,4.0,5.0,1.0,0.0,1.0,1.0
13001,3,92785664,92814129,-,MSH6,protein_coding,MSH6,ensembl,---,protein_coding,ensembl,83.0,39.0,96.0,155.0,145.0,113.0,102.0,162.0,76.0,165.0,109.0,68.0,125.0,130.0,69.0,124.0,140.0,44.0,38.0,51.0
13016,13,32401013,32422337,-,MST1R,protein_coding,MST1R,ensembl,---,protein_coding,ensembl,3.0,0.0,1.0,0.0,9.0,0.0,5.0,8.0,6.0,10.0,15.0,0.0,8.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
13021,6,18660642,18673767,+,MT1A,protein_coding,MT1A,ensembl,---,protein_coding,ensembl,0.0,2.0,0.0,1.99718,0.0,13.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13022,6,18634721,18789138,+,MT3,protein_coding,MT3,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,37.0,0.0,0.0,0.0
13097,6,63630937,63635458,-,MXRA8,protein_coding,MXRA8,ensembl,---,protein_coding,ensembl,263.0,116.0,484.999,249.999,659.003,420.0,684.995,520.998,634.003,653.998,451.002,252.0,670.0,489.001,372.0,421.0,210.0,0.0,0.0,0.0
13107,11,49164141,49432859,-,MYCBP2,protein_coding,MYCBP2,ensembl,---,protein_coding,ensembl,598.999,170.0,495.002,631.999,631.003,711.003,661.996,737.001,461.001,851.995,576.003,492.999,518.001,688.003,383.001,810.998,448.001,38.0,37.0,39.0
13117,6,55113520,55200753,+,MYH14,protein_coding,MYH14,ensembl,---,protein_coding,ensembl,75.0,35.0262,74.0153,686.434,132.0,153.0,108.034,349.193,87.0,89.0215,54.0072,46.0121,136.0,171.014,54.0,180.01,921.992,7.0,3.0,9.0
13122,12,55134844,55167750,-,MYH8,protein_coding,MYH8,ensembl,---,protein_coding,ensembl,3.11075,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,8.0,4.0,3.0,2.0,0.0,1.05651,0.0,0.0,0.0,0.0
13133,17,35499908,35513089,+,MYLK2,protein_coding,MYLK2,ensembl,---,protein_coding,ensembl,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0
13159,10,32348701,32443969,+,MYORG,protein_coding,MYORG,ensembl,---,protein_coding,ensembl,47.0,21.0,96.0,589.004,62.0,31.0,61.0,140.0,40.0,65.0,92.0,54.0,69.0,111.0,49.0,60.0,584.003,0.0,2.0,1.0
13163,2,151635672,151654564,+,MYOZ3,protein_coding,MYOZ3,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,2.0,0.0,5.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0
13332,15,546233,766132,+,NEB,protein_coding,NEB,ensembl,---,protein_coding,ensembl,12.0,47.0,0.0,616.998,4.0,49.0,13.0,112.0,1.0,17.0,24.0,1.0,36.0,359.0,0.0,3.0,564.0,0.0,1.0,2.0
13464,14,110720397,110724002,+,NKX2-3,protein_coding,NKX2-3,ensembl,---,protein_coding,ensembl,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13473,6,18937665,19036821,+,NLRC5,protein_coding,NLRC5,ensembl,---,protein_coding,ensembl,50.0,15.0,28.0,124.0,47.0,118.0,74.0,86.0,43.0,86.0,38.0,57.0,39.0,46.0,8.0,33.0,54.0,0.0,0.0,0.0
13487,9,124497713,124697914,-,NMNAT2,protein_coding,NMNAT2,ensembl,---,protein_coding,ensembl,33.0,22.0,52.0,308.0,65.0,61.0,44.0,104.0,47.0,41.0,28.0,30.0,60.0,62.0,30.0,75.0,286.0,0.0,0.0,0.0
13490,1,228103750,228141891,-,NMRK1,protein_coding,NMRK1,ensembl,---,protein_coding,ensembl,8.0,1.0,16.0,6.0,4.0,6.0,2.0,3.0,12.0,12.0,7.0,7.0,3.0,11.0,6.0,5.0,7.0,0.0,0.0,0.0
13493,10,46593611,46720984,+,NMT2,protein_coding,NMT2,ensembl,---,protein_coding,ensembl,13.0001,13.8411,30.4042,26.0071,22.0,47.7207,32.6874,19.3256,16.8931,34.143,12.0,9.0,17.1939,19.5433,16.0002,60.0288,15.9876,2.0,0.0,1.0
13564,7,1792887,1806303,+,NQO2,protein_coding,NQO2,ensembl,---,protein_coding,ensembl,38.0,14.0,53.0,53.0,78.0,116.0,83.0,149.0,59.0,56.0,54.0,31.0,37.0,69.0,38.0,73.0,39.0,0.0,0.0,0.0
13584,1,265322015,265570888,-,NR6A1,protein_coding,NR6A1,ensembl,---,protein_coding,ensembl,18.0,6.0,28.0,12.0,34.0,5.0,36.0,20.0,21.0,38.0,21.0,9.0,11.0,17.0,9.0,15.0,18.0,9.0,6.0,3.0
13608,7,19007781,19027231,+,NRSN1,protein_coding,NRSN1,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
13632,12,6139439,6164143,+,NT5C,protein_coding,NT5C,ensembl,---,protein_coding,ensembl,3.0,2.82231,5.57105,10.8807,29.8131,4.0,11.6633,5.0,9.12084,9.05122,12.1467,3.13814,2.44466,14.8453,3.08e-08,2.80432,5.22284,6.16e-08,4.99961,6.53e-13
13738,11,50740916,50786775,-,OBI1,protein_coding,OBI1,ensembl,---,protein_coding,ensembl,93.0,30.0,105.0,111.0,110.0,115.0,83.0,169.0,103.0,167.0,139.0,87.9999,121.0,155.0,94.0,112.0,86.0,4.0,4.0,3.0
13769,3,42142658,42154584,-,OMD,protein_coding,OMD,ensembl,---,protein_coding,ensembl,358.0,117.0,130.0,516.0,161.0,344.0,65.0,742.0,53.0,147.0,348.0,253.0,171.0,560.0,149.0,234.0,176.0,0.0,0.0,0.0
13847,3,78895882,78903218,-,OTX1,protein_coding,OTX1,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
13904,X,47862689,47919900,+,PAGE2B,protein_coding,PAGE2B,ensembl,---,protein_coding,ensembl,6.63e-33,1.45e-11,4.61e-18,0.0387365,3.67985,5.33e-06,7.15e-08,7e-17,3.43e-12,0.00159346,21.0,0.00013454,2.08e-07,5.3e-09,6.83e-18,0.000137204,5.31979,0.0,0.0,2.0
13994,2,143475933,143501749,-,PCDH1,protein_coding,PCDH1,ensembl,---,protein_coding,ensembl,139.0,53.0,143.0,229.0,98.0,113.0,136.0,167.0,145.0,149.0,58.0,167.0,229.001,245.0,168.0,231.0,142.0,2.0,3.0,3.0
14033,3,8523449,8528740,+,PCOLCE,protein_coding,PCOLCE,ensembl,---,protein_coding,ensembl,55.0,23.0,34.0,118.0,122.0,30.0,154.0,433.0,123.0,88.0,38.0,40.0,175.0,25.0,6.0,96.0,115.0,4.0,3.0,4.0
14084,2,26014970,26103403,-,PDHX,protein_coding,PDHX,ensembl,---,protein_coding,ensembl,41.0,18.0,39.0,210.0,23.0,66.0,33.0,80.0,43.0,61.0,47.0,28.0,40.0,45.0,34.0,50.0,217.0,0.0,1.0,0.0
14113,X,56311611,56319364,-,PDZD11,protein_coding,PDZD11,ensembl,---,protein_coding,ensembl,11.0,2.0,6.0,10.0,25.0,1.0,13.0,26.0,11.0,17.0,4.0,2.0,4.0,24.0,14.0,24.0,23.0,2.0,2.0,0.0
14139,15,137793419,137837237,-,PER2,protein_coding,PER2,ensembl,---,protein_coding,ensembl,429.0,80.0,110.0,100.0,148.0,358.0,291.0,178.0,290.0,102.0,168.0,321.0,283.0,297.0,404.0,704.999,98.0,0.0,0.0,0.0
14144,7,55255675,55320358,-,PEX11A,protein_coding,PEX11A,ensembl,---,protein_coding,ensembl,6.0,7.0,11.0,28.0,78.0,12.0,54.0,10.0,55.0,68.0,43.0,4.0,17.0,33.0,0.0,19.0,59.0,0.0,0.0,0.0
